iteration,d_loss,g_loss,k1,d1
1,0.6662164002656936,0.5365333242249489,0.20002742823071426,0.00999905474898632
2,0.6652970343828202,0.5483643710756302,0.2000314496565288,0.010000554531690185
3,0.6514260669549305,0.5643114764595032,0.2000331581777219,0.00999872143336718
4,0.6295302487909794,0.5742464824342728,0.2000394519850046,0.009997473659804083
5,0.617231035232544,0.5857090257811546,0.20003579554176776,0.009992588663080554
6,0.6007490527629852,0.633797152261734,0.2000297499011929,0.00998805748562393
7,0.5767668378353119,0.6673681289601326,0.20003235657855606,0.009978241863105215
8,0.5497513016064961,0.6887003929591179,0.2000159127605009,0.009968977877480682
9,0.5164207573447908,0.6461710642027855,0.19993110060421612,0.009971011357590466
10,0.4908015259674617,0.6827017356061935,0.19993020453269292,0.009957513668565886
11,0.4651965405791998,0.7262402076864243,0.19991045739618407,0.009946658494242632
12,0.43149531947241887,0.6933547755074501,0.199842168485173,0.009932547130264363
13,0.4114579174253675,0.7443422971534729,0.1998163287294513,0.009923520825007833
14,0.38669733226299285,0.7737436666846276,0.1995317360328915,0.00990624248857049
15,0.3634214507043362,0.6559776988983155,0.19975248218068914,0.009917888169665502
16,0.3462673699313944,0.8385494344973564,0.19982377652590652,0.009909693829795119
17,0.3199356893698374,0.8160574075496196,0.19987224401742157,0.009898641257871935
18,0.2921641834080219,0.8801671419560909,0.19978264993346911,0.0098772577674204
19,0.2653442375935041,0.9294207143050432,0.19977500384770278,0.009864529254374085
20,0.24172543069081648,0.8849330939811468,0.19968717317719567,0.009858738259253142
21,0.2182747374155692,0.8320441815340519,0.19963393451371875,0.009840105972980228
22,0.20061734562118846,0.8186022736561298,0.19981328985926966,0.009827648195968618
23,0.18444561322530112,0.9457967093747854,0.1997976181266747,0.009821697144635207
24,0.16491547687910496,0.9311977932661771,0.19977669452893476,0.00980980401477342
25,0.14758336881504341,0.8321204110515118,0.1997729739095345,0.009834358521296667
26,0.13615018341909435,0.8109929131770134,0.1997116225677746,0.009826682534410566
27,0.12610872572080958,0.8518701289391518,0.19964097203657943,0.009816953873789912
28,0.11516076536162903,0.9468146565622091,0.19961347101013857,0.009811564518658977
29,0.10298783714441877,0.9478476143336296,0.19948766578667362,0.00978764442731613
30,0.09061632925644517,0.9216197758376599,0.19942761124980354,0.00977210413878094
