iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,0.6537768453359604,9.529844134993555,0.22020685763234182,0.010396080322041056,0.0005019491016531606,0.009598441273951246,0.0018616143763623282,0.00010323940627987696
2,0.6439421266317368,5.913803017542363,0.2176753791539479,0.01033615138168925,0.0005019491016531606,0.009272797305340552,0.0017583573782665083,7.782985725760662e-05
3,0.6280807495117189,4.4663819079184535,0.22230779971892042,0.010331065308934687,0.0005019491016531606,0.009333502936774127,0.0017362308087291408,6.725037758540985e-05
4,0.5918731480836869,3.8447636582541467,0.22170735503527322,0.01031824015601833,0.0005011693339637885,0.009309806904391656,0.0016560581068175738,5.8299763487806646e-05
5,0.5247305579483509,3.1712757910728455,0.2224444273401704,0.010284117532298187,0.0005011693339637885,0.009237984616569557,0.0016102609542343587,5.260606858975174e-05
6,0.41314372718334197,2.7859438737773896,0.22097066941351243,0.010277286510391923,0.0005008751103474882,0.009195123332597447,0.001553914185512006,4.829970374939562e-05
7,0.29057085931301113,2.9866891730034353,0.2194499896113207,0.010290057144594397,0.0005008751103474882,0.009149786638982006,0.0015042879525997766,4.403847126446234e-05
8,0.20644294669230775,2.7592948764407637,0.21851766013618135,0.010306029071716558,0.0005006110466208182,0.009114258259440197,0.0014661559517945696,4.08844918765498e-05
9,0.15076552991356168,2.2449595676338676,0.2181650684950491,0.010318327068618455,0.0005006110466208182,0.009110839780589115,0.0014337394706049104,3.889107777375347e-05
10,0.11444799112422126,2.401745998479128,0.21768721777547947,0.010323784407480599,0.0005006110466208182,0.009096457306534715,0.0014020616305778916,3.6771823771737257e-05
11,0.09048095932230353,2.0728924849301578,0.21804490667721624,0.01032329952999621,0.0005004937296553869,0.009115983753341689,0.001381973586972351,3.5310067736972036e-05
12,0.07144219502806663,2.0003802432855964,0.21085353324789202,0.010319227949585555,0.0005004937296553869,0.008973298048970412,0.0013453963768748714,3.3923160400597515e-05
13,0.05842173819740613,1.8278940170010927,0.2112187196651532,0.010317252493443743,0.0005004937296553869,0.008976944400886276,0.0013265642633417069,3.2897781528580994e-05
14,0.046583649441599845,1.9607159802985192,0.2109915441118169,0.010316406191037375,0.0005007225232091856,0.008974595064681519,0.001303393648498186,3.168634211935409e-05
15,0.0382118783518672,2.0253100410416724,0.2113208529073169,0.010320880410336249,0.0005007225232091856,0.008961465844368797,0.0012829619862512029,3.052431108927985e-05
16,0.03166495434601198,1.8612835771928729,0.21100245832553569,0.010318703098718416,0.0005007225232091856,0.00894349985890453,0.0012618472001950246,2.954268034808751e-05
17,0.02743189123769601,1.8390191006718577,0.2112808237631646,0.010328240211502632,0.0005008301118707411,0.008936917140395708,0.0012445693977596128,2.866491663325159e-05
18,0.02288512554951012,1.8605177573399247,0.21110716621066603,0.01033411203214826,0.000500835981008003,0.008914707324545915,0.0012249894615836434,2.7771380839276983e-05
19,0.019187135134751978,1.9070434996993095,0.211350987246772,0.010342713914321016,0.000500835981008003,0.00890701474577062,0.0012073104889495443,2.691768176705634e-05
20,0.01613283966268812,1.829337411358878,0.21108449235837898,0.010336029792569321,0.000500835981008003,0.008886076441018959,0.0011888296952248137,2.6118317686593825e-05
