iteration,d_loss,g_loss,k1,d1
1,0.7115266054868699,0.5591211921477318,0.20007996718548607,0.009999502379163002
2,0.7114480823278427,0.5629545782065392,0.2000780625775206,0.010001173791627955
3,0.7099001169204714,0.5662277580690384,0.20005080963746394,0.010004385616160745
4,0.7106631383299827,0.5679467611503601,0.2000642860591855,0.010003968846799507
5,0.7045669749379158,0.5673492700600624,0.20006636202769779,0.010004598033409506
6,0.7031387627124788,0.5712425985765457,0.20007501548338025,0.01000448106284328
7,0.6998274409770965,0.5714544815993309,0.20007549236877822,0.010004687629774954
8,0.6974651098251343,0.5736240965867042,0.2000766692450909,0.01000493975117342
9,0.6950661829539707,0.5769967514824867,0.20008134964072014,0.010005242224014234
10,0.6907004066876001,0.5799011400008202,0.20008074502855205,0.01000509812207801
11,0.6867340691387653,0.5864472739958763,0.2000795426788825,0.0100054955223179
12,0.6807697024610307,0.5918854572224617,0.20007237543184428,0.010004495556254343
13,0.6738257235950893,0.5959513979554176,0.20006759625704282,0.010003083020552797
14,0.66521981716156,0.6043782700324059,0.20006493245380705,0.010002109311326146
15,0.6546930086612701,0.61696309933424,0.20006078835472446,0.009999774969963975
16,0.6413592885841023,0.6202878620719909,0.20005799263914054,0.009998820732633529
17,0.6241096099217732,0.6349054887461663,0.20005550404727185,0.009998616371517572
18,0.6026693761348725,0.6472734314131737,0.20001135706959403,0.009991559057359583
19,0.577970536855551,0.6671494394183158,0.20004466268143709,0.009988276916467873
20,0.5442418439047676,0.6764094720315933,0.20004693599853088,0.009969892628089826
21,0.5056507723672048,0.7043671087479592,0.19995910603711353,0.009949833156383078
22,0.45859298070271814,0.7521540033102035,0.1999294224366831,0.009939659473122288
23,0.40815654039382937,0.7895197265601158,0.1999332209279694,0.009939219885038054
24,0.35979159381240605,0.8099521761441231,0.19993851342214886,0.009938847953902371
25,0.3156046216978747,0.8244398491668701,0.19994804756201334,0.009935877746572295
26,0.2784432246404536,0.8461226542627811,0.19994804353378587,0.009935819054636284
27,0.24632678495513066,0.8592742443466187,0.19994738483629038,0.009935724086832272
28,0.21780230685284266,0.8709916277444363,0.19994626480525585,0.009937116138740954
29,0.19297339241755634,0.8765009141790867,0.1999382525474499,0.009935335522425858
30,0.17171238102018832,0.8904998407626152,0.19993770954471693,0.009935220096556709
