iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,0.6972561478614807,14.39371753323555,0.19892777273362552,0.010035692271039632,0.0004896859897433268,0.009751580766714701,0.0018990256150071669,0.00013970358882207161
2,0.6938803315162658,9.192868771224022,0.19996308294950899,0.009958690485380398,0.0004900769114887307,0.009675811900961812,0.001877275237671741,0.00011374764716286508
3,0.6832069098949434,7.628246979777813,0.19892301309847485,0.009982374096964569,0.0004899117564073942,0.009675669238251743,0.0018293471482177107,9.595672156930068e-05
4,0.6604141995310784,6.348286436202526,0.19621969270716624,0.009990402577958244,0.0004905847518609041,0.009426040951762202,0.0017386309591953077,8.234182966963974e-05
5,0.6458538070321083,4.508085053417683,0.19696873223814207,0.01002738106174325,0.0004905847518609041,0.009486457999634268,0.0017132374765809078,7.619895267812942e-05
6,0.6331852602958679,4.439568460316659,0.1956163046612599,0.010020318106097144,0.0004903605448584124,0.009372594780580825,0.001655500876789907,6.973016369731106e-05
7,0.6188779258728028,4.20269537689209,0.19526844605183163,0.009996391893820565,0.0004905543653906035,0.009395549623830284,0.0016169193439080842,6.467415664241129e-05
8,0.602005281051,3.845217235271931,0.19593598856269032,0.010015026952506306,0.0004906594036824308,0.009399800943556986,0.0015891974998208614,6.080667477428344e-05
9,0.5795789309910365,3.6161532998847963,0.19512640477857196,0.010016029230277489,0.0004906594036824308,0.009378755425745823,0.001555633141568859,5.741321053188025e-05
10,0.5466955921479635,3.2904185542559627,0.19356010151290085,0.01000962962880442,0.0004906594036824308,0.009324871388671234,0.0015001101395107888,5.433334632105465e-05
11,0.5048065640032291,2.829208056704998,0.18647409781785693,0.010026960399346455,0.0004906594036824308,0.009138516045602028,0.0014604142678124078,5.200750495226382e-05
12,0.4542952974637349,2.9230340516328814,0.18655993153679026,0.010032934336048738,0.0004906594036824308,0.009115625351356451,0.0014402640059191286,4.9756660168589163e-05
13,0.40123596423202085,2.9382738454949857,0.18619230168115022,0.010029897948699898,0.0004906594036824308,0.009092546331273061,0.00141787576003924,4.7628436100822675e-05
14,0.3538633996248245,2.601049418504238,0.18615688244887293,0.010035130215092263,0.0004906594036824308,0.009084429913967825,0.0013999775619573781,4.597690579543009e-05
15,0.3061479923129081,2.2438028378999233,0.18264492928740292,0.010043800369193383,0.0004906364045619272,0.008995567063186858,0.001381335835481353,4.474416594925086e-05
16,0.25958507955074317,2.5975978198277954,0.18241347478210546,0.0100453782821923,0.000490743720163106,0.00895847221132635,0.0013656198861954276,4.327433343151763e-05
17,0.22270940976838274,2.23972810677588,0.1813020894144693,0.010045716710830255,0.00049076770569699,0.00894738217124872,0.0013529658489230137,4.2208550592690445e-05
18,0.19082979621986546,2.595943778973222,0.18118847400221463,0.010056200481671575,0.0004905827441397851,0.008945321566516517,0.001336471423607617,4.090601784996111e-05
19,0.16584879182852236,2.3881941696828606,0.18114287936117757,0.010053538579748283,0.0004905537512263935,0.008926716270838474,0.001321037336005419,3.9743012650876226e-05
20,0.1436021809067045,2.294378307361007,0.18096925365124303,0.010057879500471194,0.0004905537512263935,0.008933047625260093,0.0013082633989712363,3.868257150900369e-05
