iteration,d_loss,g_loss,k1,d1
1,0.7306329771876335,0.7775081049895286,0.19994233946063592,0.010000914104634422
2,0.6971283823251724,0.728488934416771,0.19992069466493315,0.00999505476423537
3,0.6885910789171853,0.7154631360220909,0.1999172599445446,0.00999116364942652
4,0.6681530147790908,0.7098236650395393,0.19990569728117275,0.00998743902056739
5,0.6522710472345352,0.7099506259655952,0.19990073613016546,0.00998357390562957
6,0.6389764225482941,0.7153318909716606,0.19982994955547154,0.009968575781523964
7,0.6059348952770234,0.7265610797953606,0.19982364940501446,0.00996310279103796
8,0.568016754090786,0.7619802600240707,0.1998025188926008,0.009956703980337987
9,0.5147226133516856,0.7520126440429687,0.19977906726611344,0.009950973077015325
10,0.464048707485199,0.7788037902021409,0.19943043514946682,0.009928976849231335
11,0.39328569248318673,0.8187184887635708,0.1994047567115097,0.00992172392673014
12,0.3175664371914334,0.8327467566180229,0.19934806349335984,0.009909988168272616
13,0.2310298424628046,0.8763480568516254,0.19929713961259513,0.009898134911272748
14,0.16087124533951283,0.9170969688785077,0.19928504333541258,0.009889609672697674
15,0.10788302958011627,0.939024610555768,0.19925793560857175,0.009881949658627766
16,0.07275207066400485,0.9690075055417419,0.19926434652194078,0.00987646493505253
17,0.04885541306187709,0.9741918030621112,0.1992616736748853,0.009871527181225423
18,0.034339725769435364,0.9753387610211969,0.19922825171211606,0.009865499350998756
19,0.024991524534729807,0.9856483882211894,0.1992258429922941,0.009862463786082916
20,0.018407319905236363,0.9883983025538177,0.19921968917303629,0.0098603794314939
21,0.014166954598788703,0.9911734448555857,0.19922347669889523,0.009858619948725868
22,0.01107800490222871,0.9943945738970489,0.1992231686901501,0.009857259455884806
23,0.008888404735674461,0.9955313832109794,0.19921146504203346,0.009855920139537273
24,0.007333077627117745,0.9959642929349467,0.199214646297363,0.00985360188961263
25,0.006076213605154086,0.9985162771917786,0.19921445601123,0.009853046509163717
26,0.0051867178600171916,0.9962397210748494,0.19920408932803263,0.009851732089262662
27,0.004518734569299138,0.9983462854437624,0.19920409607059755,0.00985168558885892
28,0.003947308793124792,0.9985610559899826,0.19920239605984136,0.009851294118813084
29,0.0035987248056029023,0.9989708857667353,0.19920240249647045,0.009850911498211106
30,0.0032993762369733304,0.9987095291214902,0.199199204259623,0.009851071888574989
