iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,11.215139080584049,17.542313603567326,0.19687006235429638,0.010171135370296307,0.0005000000000000001,0.00964580005916777,0.0019703624157970034,0.00015712903820995388
2,0.3063931934535503,13.284449971262505,0.19606293277040499,0.010189175762593433,0.0005002731676905115,0.009636658878504017,0.0019318191199265255,0.0001356374111746946
3,0.2500758717457453,10.875554401273318,0.19798473956328314,0.010181739471385468,0.0005010574803209219,0.0095830076401401,0.0019050972071147695,0.00012062876007094097
4,0.18693346676518557,9.317455735714068,0.1978817691739608,0.010236059006482405,0.0004982090759195163,0.009581096763108688,0.0018913529441606138,0.00010953137406834597
5,0.156393813341856,8.699161577881906,0.19931776691261122,0.01023121116769472,0.0004982090759195163,0.00965466509951192,0.0018799966880902086,0.00010048940645891192
6,0.11716262802481651,7.732217137716327,0.20015204491935695,0.010267218402992356,0.0004986782014536638,0.009641858354082431,0.001845140076766309,9.38749383755571e-05
7,0.08039569087326526,7.566926413615577,0.19964311629810125,0.01023444092907554,0.0004986782014536638,0.009727604853308541,0.0018134088734488572,8.768893605545518e-05
8,0.06090041582162181,6.075422073151273,0.199626740435622,0.010232982082580505,0.0004986782014536638,0.009764342851126508,0.0017803564516898833,8.346297786254385e-05
9,0.04708466906366603,6.253492887159036,0.19977792875420994,0.010262003260343492,0.0004984367126600797,0.009754271393167402,0.0017610986594905295,7.929109377402721e-05
10,0.02768453717497843,6.043515024140429,0.20146467542214,0.010305395761534435,0.0004984367126600797,0.009846294272470133,0.001749458850791934,7.567347043980845e-05
11,0.023358068260131405,5.628205894249469,0.20310918792400182,0.010355029061907554,0.0004984367126600797,0.009893588505578048,0.0017413229492658925,7.249547043313083e-05
12,0.012006143108151767,5.252750497884747,0.20357584292894743,0.010368811252386902,0.0004984367126600797,0.009910472273879074,0.0017177080163565854,6.920674407110642e-05
13,0.007982894064237675,4.470507192337541,0.20309689057284805,0.010372801576805256,0.0004984367126600797,0.009894612712217489,0.001701051710412461,6.685264665506602e-05
14,0.005674756827065721,4.530078125014368,0.20282812385568347,0.010379894783298269,0.0004984367126600797,0.009882406584703476,0.0016820516878753773,6.434520250379552e-05
15,0.004950109454803168,4.138502503070479,0.20284555522950082,0.010378050083640393,0.0004984367126600797,0.009891018839403801,0.0016643622646819937,6.242278463623921e-05
16,0.0031168520598756993,3.915834387769218,0.20258107743342238,0.010387459430151746,0.000498365651495748,0.009877929612920298,0.0016517294377833018,6.062525740331798e-05
17,0.0025546929212093045,3.9831820406710547,0.20325006447125554,0.010386627672779557,0.0004986158704736663,0.00987300382042996,0.001637211945408268,5.883603859750908e-05
18,0.0017420242273753195,3.7812178232801825,0.20333106301258203,0.010395252967414632,0.0004987015774153803,0.009900075940018679,0.0016261154087326675,5.7315045571506864e-05
19,0.001357078657915386,3.882835941922989,0.20302510559038925,0.010399273784357363,0.0004987015774153803,0.009901023463043656,0.0016128559456601013,5.583293601001726e-05
20,0.0010619121173541706,3.462446413709811,0.2029856532409141,0.010390624845813354,0.0004987015774153803,0.009884001428739072,0.0015993703184892418,5.44804922534633e-05
