iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6625842273235321,0.5586452024620772,0.6829018458711195,0.021120819413062677
2,0.32609825264662506,0.9186455604934692,4.5399929762484854e-05,4.5399929762484854e-05
3,0.007924762110148247,1.0408977075352874,4.5399929762484854e-05,4.8215543919183346e-05
4,0.00036602859943286604,1.041872160921909,4.5399929762484854e-05,4.5399929762484854e-05
5,0.0001406784302162123,1.008185022408937,4.558129057495958e-05,0.0008047503176568755
6,7.855169860704336e-05,1.0062834304310115,4.544928922135158e-05,0.0008197792577791233
7,5.070244085800368e-05,1.0067024270498233,4.551382162891115e-05,0.0008274591292027127
8,3.813074948387415e-05,1.0062807342244293,4.619251101862139e-05,0.0008298174217574658
9,3.130927221458737e-05,1.0063424728660415,4.659251529122206e-05,0.0008234763133262489
10,2.600480033184535e-05,1.0057477498544243,4.650858593846706e-05,0.0008426096682871236
11,2.49740706067314e-05,1.0047472923604466,4.616277623670896e-05,0.0008959660889108423
12,2.3771546794806556e-05,1.0045144208215646,4.613381384531985e-05,0.0009196582300061644
13,2.223201786869645e-05,1.0039003625215466,4.600290633033574e-05,0.0009384014350767539
14,2.1269263470458103e-05,1.0032771752472684,4.603704787423219e-05,0.000956820249593419
15,2.0537325854093064e-05,1.0031620917199477,4.620850904284551e-05,0.0009773868023760697
16,1.9907696580710103e-05,1.0025635285006347,4.6190800384527986e-05,0.0009930146467302663
17,1.938043180113406e-05,1.0024617986759319,4.6178178951731116e-05,0.001007199492416975
18,1.877720649948363e-05,1.002422974301742,4.624309553371892e-05,0.0010165078929868592
19,1.8248169096925548e-05,1.0022808977781796,4.6209316224611794e-05,0.001028925429993174
20,1.7640949499764248e-05,1.0022419687077664,4.6216935441385864e-05,0.0010452469831752572
