iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6936967581510544,0.6476788959673047,0.40005705809944575,0.00999990914691532
2,0.6922328442335128,0.6166371378278732,0.4000916969581582,0.01000167079528969
3,0.6894362012545268,0.6194893800139427,0.40046570833385847,0.010012431856489017
4,0.6894009590148926,0.604210618994236,0.40046545246597537,0.01001237135910516
5,0.6898299857974053,0.626619488889575,0.40023240248650077,0.010000026325845379
6,0.6892561197280884,0.5796204451775551,0.40119149582610747,0.010057306068992859
7,0.6899845933914185,0.622215475500524,0.4010648064491727,0.010051814480476491
8,0.6879895399014155,0.6112256878173351,0.40119454668308074,0.010039393341775935
9,0.6851568264620644,0.6012953003841639,0.40115043938512623,0.010035901899830788
10,0.6829762714249747,0.6248456472222507,0.4011839597976184,0.010038215873508671
11,0.6795472346246243,0.6062720057673753,0.40121059188821684,0.010038724976903312
12,0.6775735550456577,0.6567294306635857,0.4042101369215081,0.010137601727805284
13,0.6555569065941704,0.6216103919679672,0.3701891235237029,0.009650360378295926
14,0.5365864604711533,0.7845552455735206,0.37047486971875093,0.009668879251920986
15,0.4655399516224861,0.5453092527770996,0.37115026692904257,0.009668063685360205
16,0.43382544070482254,0.5165379955238104,0.3681815833370725,0.009544133025985859
17,0.47015440799295904,0.7238456830132007,0.3681744455979909,0.00946642830785344
18,0.5210007001956304,0.6731041343033314,0.367264126340564,0.009056325370705607
19,0.5069681289104315,0.6160429304099083,0.36743160670319563,0.00905170084053355
20,0.5047755550060954,0.5974908177435398,0.36667506537643857,0.00905601651274952
