iteration,d_loss,g_loss,k1,d1
1,0.6809820234775543,0.7019963240742684,0.19999878252042366,0.009999629158995478
2,0.5979496568441391,0.7049961163854599,0.19999697477721376,0.009999113901536912
3,0.5183837612469991,0.7017687769961357,0.19999424656083759,0.009998716166779512
4,0.43851499259471893,0.8543791752743721,0.1999912780178086,0.009997346062896414
5,0.333526835590601,0.8056605339705945,0.19993802757376164,0.00999840077228187
6,0.2561536328494549,0.8564257333052159,0.19992942580256387,0.009996486048582692
7,0.1897439932823181,0.9135412856119871,0.19992258104882507,0.00999484308931877
8,0.13726292960345746,0.9002949957519769,0.19991398843009414,0.009993061869530613
9,0.09782950800976582,0.9189476689141989,0.19990423581946798,0.009989888915447793
10,0.06556561184780939,0.9976428182060457,0.19990292027264644,0.00998990179872428
11,0.04066845097113401,0.9959429900468514,0.1999027300557336,0.009989789262789187
12,0.025335494646828417,0.9753848683062196,0.19989698640873563,0.009988118101851262
13,0.017941432761856252,0.9862987498944252,0.1998936212485564,0.009986986553521917
14,0.012713682041503489,0.9923939768927544,0.1998937500914663,0.00998682058793308
15,0.009204808860085904,0.9834264341230691,0.19988981097563363,0.009986476565674958
16,0.007155149942263961,0.9954520360424742,0.19988859396930506,0.009986054393556475
17,0.005298985614111492,0.9980805426549725,0.19988946867359353,0.00998609109223846
18,0.0040878060409644,0.9988776972399466,0.19988924389817173,0.009985989912192805
19,0.003162652037393015,0.9985744297397602,0.19988899976103802,0.009985967893964678
20,0.002475722335969164,0.9949495748114213,0.1998907125457497,0.009985678310606814
21,0.002153523101670934,0.9991695264745177,0.1998905395563062,0.009985662914162509
22,0.0017847615092371903,0.9987973924968299,0.19988993847462733,0.009985508275500187
23,0.0015197435642282171,0.9993567731932318,0.1998897295251375,0.009985423197349337
24,0.0012956172917256482,0.9998824324183084,0.19988970035200743,0.009985412737793423
25,0.0011488657992552308,0.998647348862933,0.19988899029273377,0.009985368960806117
26,0.0010291059847291118,0.9994846169695072,0.19988905549420224,0.00998532683822056
27,0.0009271742976529315,0.9999446140272938,0.19988900238344162,0.009985316852095489
28,0.0008427624252937292,0.9995421684577921,0.19988888420179918,0.009985290340619173
29,0.0007942754583813152,1.0000579831497276,0.19988888325238935,0.009985289199679276
30,0.0007318386301631109,0.9998262237961939,0.19988886723512875,0.00998528389275334
