iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6945670247077942,0.6012623838958144,0.39985187729214516,0.01000840207680403
2,0.6923671245574952,0.5963048176655174,0.3998422584166594,0.010008433284289997
3,0.6908138473828634,0.6147997793269158,0.39947922749379444,0.009997650971792869
4,0.6915320217609405,0.6057072794985026,0.3997670136798228,0.010018032238086227
5,0.6859792485833168,0.6183922745689004,0.3976237869986508,0.00990545777190616
6,0.6766309916973114,0.630297630187273,0.3984876626709444,0.009945897031274466
7,0.675448889732361,0.6171178158670664,0.3979642492326084,0.009914929889856972
8,0.6672863245010376,0.6276563811171055,0.40013986358690407,0.010015494014785685
9,0.6695614039897918,0.6006621930728853,0.3970944078104612,0.00990444889526085
10,0.654266150508608,0.6534351053106785,0.3967418719139887,0.009861488098216395
11,0.6577172853052616,0.6153478966414928,0.3884519628948439,0.00957376579303474
12,0.5692274543974134,0.5871332235854864,0.3990317825565816,0.00743159772152772
13,0.6272871216138204,0.6563625984835625,0.39897997072788605,0.007413544422002224
14,0.6208680894970894,0.7321077426576614,0.3981822689295593,0.007379274446158207
15,0.6022390651702881,0.5668803551970423,0.3944579862669419,0.007265764781838124
16,0.5920701330358332,0.6995285561698675,0.39498933276381276,0.007274176864758397
17,0.5989571332931518,0.6662310122893751,0.3945011932276751,0.007211867227566466
18,0.5810452260076999,0.5153120770315825,0.1786527549906235,0.003295324084639925
19,0.6976515994622157,0.578947916227132,0.17559689443742005,0.003409981894523221
20,0.7006368126188006,0.5612536520043016,0.17673031587549787,0.003384138074651154
