iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,41.985591888427734,11.909068750000015,0.191582278013399,0.009898487502999646,0.0005001953506519357,0.009565054904231011,0.001875511750082011,0.00013217540504118785
2,5.700594455003738,9.792447924786575,0.1947920038879149,0.010132481062685373,0.0005012750663881431,0.009556064083489262,0.0018387983523260496,0.00010711800452595891
3,0.3593162323037783,8.29257364714956,0.20088930117201328,0.010252412531496518,0.0005012750663881431,0.009995742719759367,0.0018418724216967856,9.256476269218727e-05
4,0.32592960259353276,6.6935958440981995,0.20150300464320825,0.010370805067322974,0.0005011889421191824,0.009971125132122375,0.001802279244175007,8.085186138311481e-05
5,0.2678727572783828,5.622715596923354,0.19759867995601815,0.010353904877883523,0.0005011889421191824,0.00982682584803722,0.001753345119101903,7.219717820314484e-05
6,0.2089542327821255,4.710277755674012,0.1974217147246161,0.010358584392756911,0.000501149292906874,0.009807973745875453,0.0017166678084142286,6.659522655607194e-05
7,0.14540811315178873,4.521564977301753,0.19708749792564662,0.010360685475011289,0.0005009985689197934,0.009811754132712788,0.0016748962769077798,6.155090843529198e-05
8,0.08936957797656456,4.2980212766595605,0.19644734460269234,0.010345532579359702,0.0005009985689197934,0.009755949783264556,0.0016340532858657385,5.731170232133655e-05
9,0.05400447342544794,3.631447096040547,0.19535734833361468,0.010370276176901241,0.0005009985689197934,0.009663981721405528,0.0016176560894167148,5.377045722787815e-05
10,0.03369393824998821,3.3227380081847535,0.1954027611737996,0.010361165809313368,0.0005010455414168926,0.009631684276794701,0.001591037730219066,5.138986579891678e-05
11,0.02409480329079088,3.179690165252719,0.1954645981331662,0.010369121858982498,0.0005011032823064099,0.009630423931973088,0.0015706230764058094,4.933994346218853e-05
12,0.017485453954178512,3.132728622970971,0.19566054565389046,0.010372464001692115,0.0005010641355380792,0.009609849696367221,0.0015471579784236255,4.743687996077288e-05
13,0.009795427269354048,3.0552623459119275,0.19589915225736249,0.010363270620502156,0.0005010729434313413,0.009595033433308302,0.0015251392257391596,4.5585933946038566e-05
14,0.006669070175266825,2.9248518569438087,0.19266798152749456,0.010382691375713881,0.0005011257937167318,0.00950762963941084,0.0015003782724833964,4.393018482102006e-05
15,0.004890011517563835,2.5276350206811284,0.19290482352566315,0.010385713221046627,0.0005011013252315228,0.009506979649164457,0.0014860760768218458,4.276845848169996e-05
16,0.003662042735694823,2.4638465644529326,0.1933461452308252,0.010396063520521068,0.0005011512421073877,0.009502505736944914,0.001471306614861673,4.164021906727532e-05
17,0.0026802347558259497,2.653541718840651,0.1932747864876167,0.010397342802464415,0.0005011512421073877,0.009486187333037311,0.001454074491136287,4.037650859169927e-05
18,0.002101982803772747,2.5566946878382333,0.1929214019722684,0.010393343029103127,0.0005011512421073877,0.00945904608410862,0.0014384960028374833,3.919567874330556e-05
19,0.001631920980155253,2.574361564868264,0.1930254267085859,0.010397952039426938,0.0005010729434291103,0.00946667921798881,0.0014223702761126766,3.811491090272839e-05
20,0.0012732130130318963,2.4079396887217115,0.19280462950247995,0.010404269901418094,0.0005010778367429148,0.009454613202785556,0.0014056811008221165,3.7154107045769855e-05
