iteration,d_loss,g_loss,k1,d1
1,0.6634433463215827,0.7165810792660713,0.19999798680365038,0.009997470918087538
2,0.6922264039516449,0.7115515903162957,0.19999967545297262,0.009995345726446121
3,0.6947353839874267,0.7161152820897102,0.19998922502218297,0.009993183434359164
4,0.670306783914566,0.723527907588482,0.19998534255096445,0.009990130094377185
5,0.6915222629904747,0.7248108839654922,0.19998086436744708,0.00998821074379055
6,0.6897077715396881,0.713009009091854,0.19985184412667018,0.009974887043465776
7,0.6908487117290497,0.720242959151268,0.19986138305030896,0.009972962941937894
8,0.6926697919766107,0.7160208286452293,0.19985768914517893,0.009970064834272133
9,0.6886723165001187,0.7226881561779976,0.19985389785442115,0.009967356816599241
10,0.6907268745558602,0.7143265559649468,0.19985983176504163,0.009964961823782812
11,0.690708102285862,0.719611683690548,0.19985703176980937,0.00996160810661913
12,0.6882959418826633,0.7210545524573326,0.19981121056391205,0.009949049654335438
13,0.6874609404140049,0.721832345161438,0.19980800150360298,0.00994637917537729
14,0.6876414167881012,0.7150632311558723,0.19970891682274672,0.009945112466950234
15,0.6876573950052262,0.7187213264584541,0.19970373191719007,0.00994193000684068
16,0.6862787555564533,0.7247258862161636,0.19970309727155164,0.009938899686979252
17,0.6891395996014278,0.7223950552296639,0.19970421146480483,0.009935729439571824
18,0.685963096221288,0.7112291137242317,0.1996977534345794,0.009934170322727049
19,0.6840378128565273,0.7104725504231453,0.19969700383809597,0.009931862771259268
20,0.6803304725459645,0.7169585724973678,0.1997004979558523,0.009930799691494418
21,0.6842652163335255,0.7193662489295006,0.19970792150746638,0.009928426756381592
22,0.6834042119979857,0.7124828439068794,0.19970567320712415,0.009927670179237841
23,0.6834902167320251,0.7162570955371856,0.19965910624775554,0.00992727788604236
24,0.6827140595763922,0.7105246077775955,0.19962622509454847,0.009926876267366583
25,0.6805468650425182,0.7075263592195511,0.19962417447980058,0.009924694727082618
26,0.6822898857733783,0.699949544005394,0.19958554027159403,0.009920519050194924
27,0.6817287766271167,0.7240309047079087,0.19958405179765118,0.0099170749757326
28,0.6790085107088089,0.7080750237011909,0.19952257210191246,0.00991688776903689
29,0.6809347588764993,0.7050588514995575,0.19987984757745217,0.009933729994776857
30,0.6813131734728813,0.7135916087603569,0.19987902374214003,0.009930207630749607
