iteration,d_loss,g_loss,k1,d1
1,0.754903019964695,0.7167633257865905,0.2000000249123589,0.009999993123486026
2,0.6675137281417847,0.7006736112761498,0.20000018814417628,0.009999959184813353
3,0.5858127931753795,0.7187516816163063,0.20000010244360208,0.009999860004808953
4,0.48743746131658555,0.7002026233148575,0.20000015049093667,0.00999977591095119
5,0.3947892405092716,0.7354305356955528,0.19999820925485146,0.009999285445993582
6,0.3070514932274818,0.940859654610753,0.19999820687029957,0.009999202419037576
7,0.21144607663154602,0.8757896849548816,0.1999915668361409,0.009998828626180118
8,0.1469744964192311,0.8900306709516048,0.19999075859925536,0.009998516423208575
9,0.09727572625769035,0.9301830746811628,0.19999028124229304,0.009998344374846101
10,0.05908931621483393,0.9692226804107428,0.1999900169850486,0.009998196272340167
11,0.03610279109561816,0.9995337353235344,0.19998996318093515,0.009998199145990394
12,0.020842671413750697,0.9915753545550257,0.19998978577047102,0.009998140354187552
13,0.013675637160324388,0.9855252870004624,0.19998945880979704,0.009998062247856898
14,0.009576338797342033,0.9848017150376737,0.19998677866487677,0.009997928024439849
15,0.007081513165030628,0.9949021078782901,0.19998664870500354,0.009997903576200966
16,0.005220050201751291,0.9968338752646558,0.199986648419345,0.00999789752011927
17,0.00384951914990476,0.9989593118686229,0.19998666700002943,0.009997898159262606
18,0.0029488806321751326,0.9987261127706524,0.19998665208839464,0.009997898683189316
19,0.0023264533687884417,0.9993357029895344,0.19998662550938356,0.00999788908351831
20,0.001844595164558476,0.99796031461237,0.1999865510097724,0.009997874176699603
21,0.0015891174914681218,0.999851734653333,0.1999865457310107,0.009997872870466858
22,0.001321074712323025,0.9987260594778322,0.19998652043996473,0.009997874678833089
23,0.00116168053005822,0.999493523795777,0.19998650850211583,0.009997870825461747
24,0.001028701144605293,0.9999599233709963,0.19998650890476932,0.009997869836849381
25,0.0008980051121290992,0.9997433629622264,0.1999865021360162,0.00999786757130698
26,0.0008170741642756826,1.0000683852959784,0.19998650205780952,0.0099978674371377
27,0.0007552283487813031,0.999944372136413,0.19998649115142977,0.009997865616035521
28,0.0007057249764329754,1.000013667996093,0.1999864907801357,0.009997865502729974
29,0.0006724832800069922,1.0000709149154334,0.19998649053627943,0.009997865384101494
30,0.0006403399984992575,1.0000690469330076,0.19998649063668292,0.009997865343355773
