iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,0.4064415156841278,16.90252875000379,0.2029877214101994,0.010090406217738157,0.0005000000000000001,0.009769953000940598,0.0019529070465722064,0.00015940283538333632
2,0.020348761044442654,13.14360720824076,0.19979698001558402,0.01012380326206671,0.0005000000000000001,0.009639242568342936,0.0019021170298112035,0.00013560511060303242
3,0.0017172310947595787,10.830292261959949,0.19538685090959615,0.010151880313753867,0.0004995236645396825,0.009422278319931575,0.0018173978803861018,0.00011847895511286191
4,0.0006423604098472424,8.959985837205295,0.196101919322245,0.010148232637771893,0.0004993266257154482,0.009340777135208098,0.0017775058732095895,0.0001074494542607577
5,0.0003928231031750329,8.768961120170744,0.19582895225673744,0.010150809508063602,0.0004989893041347934,0.009403602906024664,0.001753932536057093,9.854502056829811e-05
6,0.00026128513767616814,6.834660000372709,0.19251822112237013,0.010144823881924659,0.0004989893041347934,0.009323173360010201,0.0017164980735647675,9.242525133202916e-05
7,0.0001532123349898029,7.045523609457002,0.19294961419515194,0.010175224573192825,0.0004989893041347934,0.00933738743519346,0.0017057834095502847,8.701698701743325e-05
8,7.204245587975795e-05,6.037532187514522,0.19237651725645782,0.010181029286049966,0.0004993071211491252,0.009285592406062268,0.001676594608240737,8.219813798410738e-05
9,2.5217674504217158e-05,5.773117501672425,0.1929160770440118,0.010190717801301088,0.0004994397672194545,0.009279265129233638,0.0016602429322000144,7.799360145143173e-05
10,1.5651875907808845e-05,5.693735312500185,0.1875809224105183,0.010226347937470097,0.0004994397672194545,0.009129963089954587,0.0016467437840595102,7.438742783894035e-05
11,1.398039031528242e-05,4.980447500000003,0.1880545015857577,0.010240678851346536,0.0004993334524923668,0.009123920056594516,0.0016281245671635465,7.146995712115058e-05
12,1.3882507775835824e-05,4.7368737500000035,0.18850313449460096,0.010233900646077074,0.0004993334524923668,0.009110849433046549,0.0016151546865524264,6.902161796723267e-05
13,1.3863561990648223e-05,4.4504171875000065,0.18851896647734398,0.010230663088169497,0.0004992320356853204,0.009081641981689858,0.0015999302429033687,6.652812812308446e-05
14,1.3800516489936853e-05,3.5902020312500005,0.18840945846634308,0.010228205626411888,0.0004993861193447374,0.009078964001725396,0.0015861870857163175,6.473541545536198e-05
15,1.3699097517019254e-05,4.165919375,0.18838885230874075,0.01022784604737854,0.000499529518365964,0.009064966245815357,0.0015734529413902658,6.27982729249407e-05
16,1.3661474870539016e-05,4.5580084375,0.1883763425268858,0.010244259714594523,0.000499529518365964,0.00906468297004634,0.0015598854262612119,6.066571695970295e-05
17,1.3613664062480286e-05,3.7184546875000004,0.18811052225539648,0.010247721738771963,0.0004996134307618851,0.00905224527614387,0.0015441079396131016,5.8967944231852544e-05
18,1.3504887806448097e-05,3.985774375,0.18800473984072252,0.01023847894182646,0.0004996134307618851,0.009049735040608155,0.001527979628061389,5.7129696271412794e-05
19,1.3475573807507037e-05,3.9194781250000075,0.18731640749264059,0.010242239073607388,0.0004995656184831998,0.009027773702899273,0.0015125100824524287,5.5362808447571674e-05
20,1.3365821372904718e-05,3.6640921875,0.18710067892180027,0.010220617196415767,0.0004960711810180035,0.006907437718371374,0.0014994622059955917,5.383856715168768e-05
