iteration,d_loss,g_loss,k1,d1
1,0.6860445410013198,0.6215218036103248,0.19999832300650847,0.009999318639007859
2,0.6855952024459839,0.6236140743231774,0.19999742088788797,0.009998579234091311
3,0.6860142250855763,0.6250141670155526,0.19998940456562256,0.009999064338471706
4,0.6823551818728447,0.6239854797959328,0.19998185756244136,0.009998976337259413
5,0.6849445030093193,0.6215281605410576,0.1999850346680933,0.009999382287269643
6,0.6854143369197846,0.6226751866364479,0.19997696497781337,0.009999451282774378
7,0.6850029718875885,0.6256133228874207,0.19997697670665673,0.00999855264171683
8,0.6843300114075342,0.6226030052185059,0.1999735572177194,0.009997872457956516
9,0.6847518631390163,0.6255819281983376,0.19996837243796436,0.009997886171268625
10,0.68396589074816,0.6244252269482613,0.19996859549107518,0.00999719355810894
11,0.6834093250334263,0.6241309962010384,0.19996747059746828,0.009996444170415904
12,0.681544221109814,0.6234113629174233,0.1999688262679925,0.009995937060786917
13,0.6827655023998684,0.6265622221112251,0.19996080645552733,0.009995820161692155
14,0.68173364341259,0.6256521634650231,0.1999596407609526,0.00999519676742523
15,0.681898713707924,0.6224562414252758,0.19995959892693943,0.009995253868815931
16,0.6818800888278268,0.6258013354301453,0.19996444372133915,0.009994644439746308
17,0.6816664487123489,0.6277191282010078,0.1999567007093065,0.009994717209879711
18,0.6805328915516535,0.6257883064222336,0.19995641803012548,0.009993794765689899
19,0.6800058227318985,0.6281714242625237,0.19995013041071294,0.009993638240978908
20,0.6795800043003899,0.6290495021224022,0.19995182084888982,0.009992969952062579
21,0.6785156914166042,0.6256760465979576,0.19995099712214148,0.009992009821170659
22,0.6779471818606059,0.6261410625004769,0.19993697231133722,0.009992047528577621
23,0.6773177095254262,0.6263776019740105,0.19993434031392326,0.009991038430271377
24,0.676318597048521,0.629103797185421,0.1999317989193025,0.00998978209623321
25,0.6755657865720637,0.6283406279110908,0.19993346070903914,0.009988993843819127
26,0.6745765433591956,0.6281816654086113,0.19992998981646942,0.009987917714535596
27,0.6737171692980661,0.6330375294518471,0.199904106951332,0.00998856252253474
28,0.6727708007159985,0.6285413724541664,0.19990104867310207,0.009987591081011845
29,0.671846951622712,0.6298888844776154,0.19989852818333523,0.00998604049975391
30,0.670631910264492,0.628214222214222,0.19989539340278667,0.010001458624278077
