iteration,d_loss,g_loss,k1,d1
1,0.6939987421035767,0.6513975324726105,0.20000000186753278,0.010000001614225049
2,0.6975109219551087,0.6515736686372757,0.20000000182628636,0.01000000261299645
3,0.6986607611179352,0.6522935270571709,0.1999999963960648,0.010000003570342707
4,0.6927936434745788,0.6540654300451278,0.20000006429148756,0.00999998210757784
5,0.6937576577067375,0.6535354892873764,0.2000000590537874,0.00999998233648907
6,0.6922964882850646,0.6542700485634804,0.20000005118001163,0.009999981085342183
7,0.6888244390487671,0.6569481060242653,0.20000003161990895,0.009999982650223532
8,0.6855456799268722,0.6550465602064133,0.19999998331677987,0.009999982637223783
9,0.6828093315873828,0.6601897387099266,0.19999996458256564,0.00999998148614095
10,0.6787047164780753,0.6595599477362633,0.19999997497487226,0.009999993643422966
11,0.6739623814821243,0.6649059149360657,0.19999996463084535,0.009999987048676065
12,0.6703750020927853,0.669344409134388,0.19999993257309143,0.009999980298604112
13,0.6584494789441426,0.6687968936514854,0.19999995993698047,0.009999983838463978
14,0.6485805517435075,0.6875214137125015,0.1999998887548756,0.009999984974574425
15,0.6333145767450332,0.6780595140624046,0.1999997481751835,0.009999954183069537
16,0.6153077559037643,0.6881800028896332,0.19999954544834292,0.009999915312571314
17,0.5898922495543956,0.7095337580037117,0.1999993654569917,0.009999842895323342
18,0.5554466813802719,0.7342134584498405,0.19999930132236926,0.009999827025818777
19,0.5111096386726086,0.7523684184622764,0.1999989719188411,0.009999732328909862
20,0.45788292203630715,0.7781080928063393,0.19999866121001106,0.009999634692159226
21,0.39870516806840894,0.8134302343571186,0.1999987301026368,0.00999964242811844
22,0.3455034472544988,0.8387309623515606,0.19999860509250234,0.009999628648461918
23,0.298552116950353,0.8561812403547764,0.19999857980886684,0.009999606349682447
24,0.26012462405487896,0.8716987343585492,0.19999848500140127,0.009999601621626934
25,0.22758016209391987,0.8822447904908657,0.19999843173171036,0.009999599942541721
26,0.20128181883517432,0.8962868766224384,0.19999842452562502,0.00999959441034341
27,0.1794826317164633,0.9062555461943149,0.19999842027939382,0.009999590787033781
28,0.1612013236472481,0.9137656668460369,0.19999842057562656,0.009999596369602922
29,0.1461813852583107,0.9207130535250903,0.19999842165481974,0.009999590408909947
30,0.13276604868471623,0.9265112854832411,0.19999842198550372,0.009999588877048507
