iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6847137451171875,0.5613015992486476,0.40125063186644333,0.009999786815371356
2,0.6867900520563126,0.5689547183410824,0.40114672913098487,0.009993329535877215
3,0.6769287884235383,0.6061760211074352,0.40106595657165645,0.009991207247045964
4,0.6479867801070214,0.6829993747246266,0.40088512863127507,0.009983678062443886
5,0.5771964259445668,0.6724256428027153,0.3989762097849987,0.010143176010819405
6,0.5304126590490342,0.8558707155960799,0.3987114210630986,0.010128532152380791
7,0.43875633120536806,0.8291498186959326,0.3974478064678217,0.010040980304932988
8,0.41030801758170127,0.5550940129420161,0.3918512554044789,0.009634669539200984
9,0.4238651345883097,0.5599121019542217,0.39094294539288893,0.009580778979312626
10,0.4299488961696625,0.7148083947050572,0.39039184033182595,0.009609288791612243
11,0.4430970078334212,0.640579548149705,0.38069987570621183,0.009384618117188756
12,0.32173440390162994,0.788470982169509,0.3794357916465927,0.009373082017226765
13,0.23025845578975143,0.9132909208363295,0.37894726521522465,0.009345081750003524
14,0.22213008008897303,0.16537086646497248,0.38385726320335867,0.010386720263784056
15,0.30472983121871955,0.4339485883817077,0.3861483455025016,0.008126260659254515
16,0.4060229671272365,0.9118080199712515,0.38636816961850834,0.008134439085732772
17,0.19324607178568842,0.6894126235330105,0.3877134248194331,0.00818742563520421
18,0.11991885889632006,0.9476560019084811,0.3889654820249153,0.008235397361314685
19,0.09104629257120765,0.9767724818372726,0.38994874004036795,0.008274132475003465
20,0.05646270007294203,0.9854041325636953,0.3951247801910617,0.00835310814201736
