iteration,d_loss,g_loss,k1,d1
1,0.6880276590585709,0.6433704849267006,0.20000249890815688,0.01000009567151535
2,0.6828187137842179,0.6510116953444481,0.20000263761233064,0.010000107346514853
3,0.6639853636423746,0.6592987828707695,0.20000098838811958,0.010000058659189133
4,0.628266590833664,0.6860921323847771,0.19999839439798156,0.009999339976277955
5,0.520228136330843,0.7477531058979034,0.19999662083738687,0.00999988066076917
6,0.34355533599853516,0.8268625260674953,0.19999555072488293,0.009999505967154878
7,0.22411394596099857,0.8697245270383358,0.1999955652299471,0.009999538698316487
8,0.15796807383497555,0.8994691473120451,0.1999954994880885,0.009999514238861043
9,0.11435962574822564,0.9228383108174801,0.19999540923440254,0.009999476946488482
10,0.08544187620282173,0.9395731589406728,0.19999536263984452,0.009999457870799509
11,0.06482567940838635,0.9543744651687145,0.1999953619269894,0.009999448848773728
12,0.04870469342503283,0.9663764152804017,0.1999953707436533,0.009999431000462194
13,0.037076321906513644,0.9747895199121535,0.19999537620346147,0.009999416330544556
14,0.028749945368617774,0.9811069769693911,0.1999953193558108,0.009999408582474226
15,0.022773953285068274,0.9849902241021394,0.19999529664000776,0.009999401586923768
16,0.018305188180370763,0.9881851420681924,0.19999529657787138,0.00999940082148391
17,0.014802934943387904,0.990312549469471,0.1999952685295185,0.009999442700440906
18,0.012342738173902034,0.99206848681055,0.1999952692304525,0.009999442471368808
19,0.010411865085076829,0.9933359221928939,0.19999527018846272,0.009999439266293349
20,0.008805259516728777,0.994458621655628,0.1999952718368088,0.009999435792676028
21,0.007552377606875131,0.9952176359556243,0.19999527201323436,0.00999943250002238
22,0.006501309589172402,0.995905021856986,0.19999527248685658,0.009999430730980707
23,0.005616754858444134,0.9964245711999014,0.19999520916172528,0.009999427826917128
24,0.004876019211951643,0.9969600341978856,0.19999521521120048,0.0099994297223865
25,0.004260821943171322,0.9973634482216835,0.19999521493990335,0.009999428764969828
26,0.0037011003820225596,0.9976930868115835,0.19999521392821326,0.00999942786217219
27,0.0032453236286528408,0.9979969070399366,0.1999952134581301,0.009999427347596096
28,0.0028306615636929083,0.9982611325597204,0.1999952136691674,0.00999942701872093
29,0.0024813613302907657,0.9984872811421845,0.1999952141140961,0.00999942683594282
30,0.0021821567154256634,0.9986785572352912,0.1999952138864537,0.009999426264794277
