iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,0.6610292911529541,13.369776947381498,0.21837790309378569,0.010065895176350379,0.0005000000000000001,0.01032018942455953,0.002006868182038752,0.00014229184708487955
2,0.6457633644342422,10.43097270991087,0.22556248875011725,0.010137992800960853,0.0005000000000000001,0.01029179021116832,0.0019619269312027834,0.0001157592762260622
3,0.6220879753430684,8.233132414569855,0.22007068606197497,0.010075378923972785,0.0005000000000000001,0.010401235899030272,0.001900940936746557,9.974085076780238e-05
4,0.5855024263262749,6.4881168579578405,0.22252878686994337,0.010137636232081018,0.0005000000000000001,0.010609868276297223,0.0018504626261381736,8.808784527133251e-05
5,0.509278430044651,6.004970397074223,0.219534994123289,0.01012742265578485,0.0005000000000000001,0.01050819816026665,0.0017949254339772684,7.762301717860499e-05
6,0.3957491213083267,5.386753162693978,0.21741220768322958,0.010134612910118794,0.0005000000000000001,0.010398505065025872,0.0017408902196843802,7.012758099460545e-05
7,0.27607025891542436,4.1681306889569765,0.21767569042772883,0.010135634707374302,0.0005000391338805699,0.01035280619425372,0.001714973009605702,6.579560497774965e-05
8,0.19072148824731508,4.288094802488089,0.017443925159037078,0.01013872290696936,0.0004975789609523163,0.01031980395270374,0.0016764831959867165,6.149039451585416e-05
9,0.13335064340914998,3.802036036564112,0.017510256144328336,0.01013844497189273,0.0004978530936010331,0.010355079984016236,0.0016494450002666457,5.8114363244535836e-05
10,0.10066705026796885,3.269410896703005,0.017490771929801096,0.01014573412616445,0.0004978744861857504,0.010333743919380843,0.0016210808123123695,5.535651500708491e-05
11,0.07966265669092536,3.161216721673608,0.017469025701325407,0.0101471409154376,0.00049789685214354,0.01022862065057188,0.0015891418736542564,5.288367411959632e-05
12,0.06266643479466438,3.26484847540617,0.017463567483684703,0.01014752973536975,0.00049789685214354,0.010193671810783832,0.0015630342958738153,5.0319372970358215e-05
13,0.048858643819888435,3.3076138715305925,0.017522538352844463,0.010138476549404259,0.00049789685214354,0.01016367270014759,0.0015368884536283698,4.800888300087594e-05
14,0.03904971819370985,2.888346624311805,0.01748189357661413,0.010136555965275316,0.0004978462870622964,0.010111045786222224,0.0015129282286206077,4.616338189412914e-05
15,0.03197656620293855,2.8705002896299963,0.01747510017654682,0.01014509247891143,0.0004978462870622964,0.010104748092824974,0.0014935974742730427,4.461559032735276e-05
16,0.02647171206772327,2.7207005902887884,0.017420473958133873,0.010146003993010263,0.0004977373950974957,0.009942844798802095,0.0014649633904792135,4.3120706113508634e-05
17,0.022207707197715837,2.58814177713424,0.017432795031354288,0.010138595360372737,0.0004977014270931932,0.009936981745394995,0.0014491776655495385,4.1927779760811943e-05
18,0.018383354499625665,2.556792965821177,0.017441104929168314,0.010136476832743423,0.0004977160084032792,0.009942490648346234,0.0014340542433322412,4.0756152934535255e-05
19,0.015304184790987236,2.301103542990312,0.0174354170589335,0.010130756881192747,0.000497689762352686,0.009927607597497196,0.0014184741334085542,3.972969934038748e-05
20,0.01291017024112599,2.5511097832595557,0.017433271918810504,0.010131073472291986,0.0004977062874824206,0.009917936713735845,0.0013987347442390996,3.855859707505834e-05
