iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,0.24275077804923056,16.0089725,0.21695552238148233,0.009780873969553855,0.0005000000000000001,0.01034794778071232,0.0019357121705401664,0.0001423540645525274
2,0.05730444174259901,8.550235000010561,0.21883998574309196,0.009795479762011138,0.0005004924298280434,0.010582671565737022,0.0018861354363509002,0.00011551353151207711
3,0.009770340953643125,7.301708603917418,0.20736681173681756,0.009720237914094314,0.0004959074672563891,0.010232905335895527,0.0017844462139356377,9.762539823854404e-05
4,0.0025614806362000307,6.907691250001487,0.20891158776891242,0.009712950468791432,0.0004959074672563891,0.010372067273217662,0.0017056595568613045,8.431234642085469e-05
5,0.0011650226020719855,5.730829383386503,0.20608930098220954,0.009713405773272154,0.000495965584817975,0.010251349156004095,0.001640611536588485,7.494678383517873e-05
6,0.0006179841933771967,4.555774687723181,0.20679975977418266,0.009704303722689996,0.000495965584817975,0.010262567703141316,0.0016156747224808454,6.972123089627685e-05
7,0.00035891285486286503,4.295655625109596,0.20703254041874317,0.009706540519181786,0.0004959190902238627,0.010244263758944591,0.0015812590617908385,6.481519273208166e-05
8,0.00022895243831347515,3.813240626049069,0.20665117584539122,0.009705137722299821,0.0004959190902238627,0.010219323774661924,0.001558691059013798,6.105042658641794e-05
9,0.00014622619013867475,3.399466724144552,0.2067662382428381,0.009696573686386815,0.0004959190902238627,0.010227250811545258,0.0015343999208421773,5.7994865799823864e-05
10,9.992551760141007e-05,3.681520629491258,0.20614606381307662,0.009674743130904854,0.0004958086830308098,0.010171512925192123,0.0015035292157312028,5.481007448055508e-05
11,7.424610062116699e-05,3.537167354798086,0.20701515356806666,0.009670889118959995,0.0004958086830308098,0.01018345954260547,0.0014839880975900685,5.231617829652934e-05
12,5.8692335288570684e-05,3.1289245325217983,0.20657006496580452,0.00967748343688187,0.0004957602665771472,0.010169824434740626,0.0014644463674389281,5.009312559247399e-05
13,4.726987843039549e-05,3.050984376852785,0.20654585891632554,0.009667735260783716,0.0004957273460902352,0.010153034262616375,0.0014467689121666885,4.8148596448721366e-05
14,3.9012184715829795e-05,2.89243375207952,0.20630113423271385,0.009650567632623149,0.0004957486473322353,0.010122225396963837,0.0014281886349415754,4.626807252153627e-05
15,2.5718472206790468e-05,2.619489219023276,0.20618310896023087,0.009651302762437365,0.0004959994898733005,0.010119497508528022,0.0014141132491891414,4.480253151727918e-05
16,2.206529855109032e-05,2.769045781282614,0.20633861030363182,0.009653659325169033,0.0004960808714652601,0.010116750595954141,0.00139673234348202,4.335588195627168e-05
17,1.9281989852970586e-05,2.827760156259172,0.20632369965383537,0.009653489633429336,0.0004961361022928424,0.01011692843102361,0.0013824700579241247,4.193710076455168e-05
18,1.7083374147356762e-05,2.2465203913015106,0.20608326321117526,0.009655705288287991,0.0004959278076263199,0.010106609293369888,0.001370882652297472,4.096578890082225e-05
19,1.54955144493075e-05,2.619325000011906,0.205823810059811,0.009655026395377832,0.0004959403997031687,0.010081768138368252,0.0013553083904809565,3.97122290321429e-05
20,1.4597244808101096e-05,2.4274237500068034,0.20534317855479411,0.009660251328775337,0.0004960682758207809,0.01006671580697166,0.001341377393514426,3.865509952952583e-05
