iteration,d_loss,g_loss,k1,d1
1,0.714884777367115,0.7298631494092941,0.19999945818139986,0.009999668288785452
2,0.6953037112951279,0.7215720693421364,0.199999155663842,0.009999397416806706
3,0.6933873971303305,0.7223963361382485,0.19999890473546472,0.009999189813474408
4,0.7105870082974434,0.7140990369200706,0.1999987480572307,0.009999045226320507
5,0.6966764017939567,0.7191244537496567,0.19999810940443988,0.009998815456934809
6,0.7101749503612519,0.7158997542452812,0.19999783688642112,0.009998646055514187
7,0.6968541038036347,0.7192260085272789,0.19999805496327147,0.009998478879818815
8,0.6944199085235596,0.7242536886429787,0.19999820350142528,0.009998216289833496
9,0.6973196148872376,0.7202992881870269,0.19999594185297195,0.009997542301403655
10,0.6942398352282388,0.7232927996230125,0.19999567643309002,0.009997232316489205
11,0.6948991224169732,0.7166025342011452,0.1999953217755538,0.009997051050509333
12,0.6983769880400763,0.7163497964024543,0.19999512053362395,0.0099968091129003
13,0.6941087245941162,0.7169517368793488,0.19999487741354943,0.00999654814062156
14,0.6934112942218781,0.7154231699180603,0.19999511933917613,0.009996333071195357
15,0.6924689847230912,0.7091300584173202,0.19999467849300995,0.009996113463069084
16,0.6921110153198242,0.7136010198688507,0.19998858793155386,0.009996480388460481
17,0.6952795182665189,0.712265233669281,0.19998834134467233,0.009996242135583077
18,0.6915611992279689,0.7208343366456031,0.19998833052229212,0.009995943662300368
19,0.6910399638689482,0.7157973066496849,0.19998589819796198,0.009995862947835409
20,0.6914383392248835,0.7095831284785271,0.19998571484682193,0.009995649662876685
21,0.6891967586108617,0.7192958263611794,0.19998547150693197,0.009995313399534503
22,0.6886385043462118,0.7100179290533066,0.1999853478160526,0.009995029249652891
23,0.6879948381582895,0.7120658710026742,0.19998395023017523,0.009994867313796616
24,0.6876803521066904,0.7145425698399543,0.19998372941638595,0.009994566647484963
25,0.6871344036915723,0.7093616796517372,0.19998288034161807,0.009994427306320212
26,0.6856608313672683,0.7048598022723198,0.1999822920651969,0.009994214368490486
27,0.6849564426475101,0.7075537667107582,0.19998212356236036,0.009993933571748104
28,0.6865368647010703,0.7049519334077835,0.1999825575030756,0.009993744601388424
29,0.6842709924045363,0.7024979643201829,0.19998230348086,0.009993502114424964
30,0.683591625392437,0.7046273896336556,0.19998250578268256,0.009993291820070463
