iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.7194818764925003,0.700420408206582,0.4000114677080737,0.010000818703348914
2,0.7080233544111252,0.662277920840159,0.3999620502483323,0.010001536362741715
3,0.6997283240159351,0.6268149204984307,0.39997900852415746,0.009997363893784767
4,0.6951990276575089,0.613095232167989,0.39955844764516096,0.009975826534090326
5,0.6920787706971169,0.6132823675617576,0.39957290477210594,0.009975548433535548
6,0.6893709945678712,0.616493597663641,0.39971804444130127,0.009980465634030104
7,0.6891800832748414,0.6129026828944683,0.3997132565377821,0.00998014221335661
8,0.6875828047593434,0.6255297236937285,0.4000559075171748,0.0099872018185415
9,0.6862424671649933,0.5958107577285916,0.40013281382515437,0.009985780010779228
10,0.6873295102800643,0.6085476069626957,0.40011272797163855,0.009978185074112307
11,0.685069165378809,0.6078595291566848,0.39983910716872356,0.009976973569844054
12,0.6846761041217378,0.60617268857494,0.3994479689691877,0.009961511367591817
13,0.6750075174702539,0.5970440044301748,0.39925001923100895,0.009947899816050574
14,0.6768124943971634,0.6254178712832927,0.3992502752655802,0.009944128795318257
15,0.6769210815429688,0.5877211463103443,0.39866991421996867,0.00992412216268897
16,0.6752684186805379,0.5972138837379217,0.39839264850631523,0.009916878856287515
17,0.6771625195940335,0.5843512968896329,0.3979009048350261,0.00989310293485784
18,0.666616643468539,0.6098038416084647,0.4022234264739408,0.010002117821818878
19,0.6727779411352598,0.6423116541421413,0.401564300158861,0.009968308328471006
20,0.6794136298554284,0.6030648270204664,0.40114040911066756,0.009936350158007794
