iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.7039670079946518,0.6625148679533601,0.40100572991662387,0.010024527463735866
2,0.6997119128704071,0.6573301117879152,0.40054918422083396,0.009999477839692286
3,0.6976918598016104,0.6487492710646987,0.5684369199741456,0.004044566068588165
4,0.7014617457985878,0.6344531381356716,0.5680232425068303,0.0040440061867255545
5,0.694066409766674,0.6208163462030888,0.5930708734569036,0.004237014364583739
6,0.6883492493629455,0.6182602056261897,0.5711650638282687,0.004072907972675551
7,0.6641887998580933,0.5860916548791528,0.2869396168908378,0.0019374110754453362
8,0.5286422411600749,0.5737175525474548,0.3289986588819458,0.0020005392845332385
9,0.4892416340964182,0.2986447444283962,0.494443876849354,0.003915462122379938
10,0.6228634191410882,0.45332528842777015,0.47972961374822004,0.0036244837230960192
11,0.554054967686534,0.3119208293528855,0.4670308391839926,0.002415841664837421
12,0.7606892456610999,0.6567438444073498,0.10084965524943329,0.000423466194067475
13,0.3557990746365653,0.844738587089777,0.10085992749357987,0.0004191202131085465
14,0.1704673232138157,0.9036966456705332,0.10109193359270967,0.00041979364830874524
15,0.10458158582448959,0.9342790720814467,0.10125585676602716,0.00042021749007040333
16,0.08798749206418342,0.9517638636228443,0.10139807865320934,0.00042064872870015217
17,0.07348907363290588,0.9622902483424545,0.10159174452374968,0.00042126634528558387
18,0.05829234489550193,0.9701097597113252,0.10175056899526344,0.00042169890622701647
19,0.05106417920726995,0.9759512688842416,0.10175496728041997,0.0004216949735270131
20,0.06133800118363329,0.9780290864472091,0.10245058138049844,0.0004235009908601265
