iteration,d_loss,g_loss,k1,k2,k3,d1,d2,d3
1,25.477010253071786,8.677002529708888,0.20042232022959766,0.009786071439447867,0.0005000000000000001,0.009854814258732017,0.0019380727581249921,0.00010030894434727102
2,3.209882153570652,5.994950771583177,0.19712014610783526,0.009835800990499872,0.0004994690333531458,0.009466714521090477,0.0018062064351846783,7.580183816737496e-05
3,0.31684971600770945,4.267176726166941,0.19873381021514605,0.009839132593348059,0.0004994690333531458,0.009511606347464858,0.0017417305731530716,6.631499034427782e-05
4,0.31611725393449885,4.301612549644373,0.19919106669902573,0.00986545205957434,0.0004986579372033644,0.009471366618209782,0.0016732658405397298,5.739286901205088e-05
5,0.27045018412172794,3.4447576035170258,0.19953806244142394,0.009872771590913052,0.0004991114114125982,0.009452474662489479,0.0016165385490713197,5.222797529692224e-05
6,0.23596874177455898,2.9762346466465113,0.1984721224282281,0.009866651580374199,0.0004991114114125982,0.009412701828783652,0.0015693662651453182,4.804986822766692e-05
7,0.19585694670677184,2.9885153752422333,0.1978351205922769,0.009891557932784565,0.0004991114114125982,0.009399557157307899,0.0015322298950362497,4.434473433152634e-05
8,0.1486322693216304,2.790339495534161,0.1968836635030926,0.009870467734503629,0.0004991114114125982,0.00933841284740498,0.001481460578599263,4.1231235861396554e-05
9,0.10683485242937292,2.4480226541369503,0.19682640702824591,0.009886699156195942,0.0004991478483578919,0.00932365125835453,0.0014521660036548205,3.910098305715941e-05
10,0.07001594049589974,2.441361925982381,0.19712164335927354,0.009883367189690824,0.0004989795290275135,0.009286839918404307,0.0014204055765548041,3.692346528059645e-05
11,0.04477156726643443,2.2957577742616135,0.197028436807566,0.009891310844196342,0.0004989589034733375,0.00927272888243947,0.0013921908850535972,3.518467235331341e-05
12,0.02712281022233785,2.0362584927656897,0.1969285486026305,0.00989611599079379,0.0004990528425230205,0.009255809823567445,0.0013687446095237944,3.385940082920021e-05
13,0.017213927923391263,2.299681575194186,0.19736038991327873,0.009911167828980702,0.0004990275169556864,0.009268336603099704,0.0013428612652036655,3.231276550232686e-05
14,0.011545769865624608,0.00395633533076134,,,,,,
15,3.9392567420005804,0.06224427220135927,,,,,,
16,0.6523888286541809,0.8874047490084171,,,,,,
17,0.057559398887678984,0.9947717009795457,,,,,,
18,0.019821969016144674,0.9980345385339856,,,,,,
19,0.010947663992500075,0.9993249158840627,,,,,,
20,0.00685984508184317,1.0008713701009004,,,,,,
