iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6948825816810131,0.5370685458183289,0.017313413498951984,0.001722434866301577
2,0.6669503463804722,0.5458760857582092,0.0026846980840545967,0.000645247998145426
3,0.6606761418282986,0.5664498209953308,0.007297759020440387,0.0017539631056754897
4,0.6353560870885849,0.5867623090744019,0.0012409599206708061,0.0012025706565491378
5,0.6097761209309102,0.6082879304885864,0.00838572316716338,0.00022841006212360305
6,0.5797609709948301,0.6269448399543762,0.003084949940125726,0.0006208725048830485
7,0.5453339959681034,0.6477917432785034,0.015147373232863609,0.00011671092760560282
8,0.5132978018373251,0.6681047677993774,0.04117476032805326,0.0003172516729537416
9,0.47635535888373853,0.6862035393714905,0.03126652934437613,0.0019137985380890557
10,0.7109287740290164,0.43388307094573975,0.011502313933174206,0.0007040471586520265
11,0.45135033294558524,0.7093893885612488,0.03126644352258821,0.00025900882062082463
12,0.4206464097648859,0.7251516580581665,0.04834089290011615,0.0001230668249872645
13,0.39129966124892235,0.7404298782348633,0.04834089290011615,0.0001230668249872645
14,0.3642719614505768,0.7536779046058655,0.04834089290011615,0.0001230668249872645
15,0.33953840404748914,0.7658616900444031,0.04834089290011615,0.0001230668249872645
16,0.31467121735215187,0.7743507027626038,0.32898483081806057,0.0002590063442508913
17,0.2946991372480989,0.7850205898284912,0.061927074408682024,4.875593731754335e-05
18,0.2739486786350608,0.7946486473083496,0.4575749500146285,0.00010260929299184108
19,0.3094233736768365,0.7020536661148071,0.16833241753427863,0.00027892095174572844
20,0.24312710270285606,0.8125395178794861,0.22118235491957752,0.00037472860631399473
21,0.2264059816673398,0.19733208417892456,0.34430775656263873,0.0025318909976100156
22,0.9438167287036776,0.2490673065185547,0.06605181258268158,0.01863875922960088
23,0.7705682776495815,0.2688949406147003,0.1795474417890045,0.006856816329559713
24,0.7829456888139248,0.3421151041984558,0.48806052770991715,0.01863875883414279
25,0.3020865128189325,0.3251723051071167,0.33782253975881305,0.012263262712722527
26,0.6861763314157724,0.32830196619033813,0.9182968688865767,0.03333500410163275
27,0.6802254880219698,0.40486493706703186,1.1908862938099356,0.04316927733216803
28,0.5910693274438381,0.3270917236804962,0.2081393811680547,0.007543570903061781
29,0.6714834450185299,0.4614950120449066,0.5657814733700158,0.02050555151606719
30,0.42091254763305186,0.4433680772781372,0.11237732780617461,0.004240560520244102
31,0.6799007223546505,0.3505879044532776,0.5257085806131897,0.005682548143954695
32,0.6606056358665228,0.606812596321106,1.4290240533897747,0.015446766990415965
33,0.4776027213037014,0.7395282983779907,3.884489742214794,0.041988661258672524
34,0.3466924085468054,0.770236074924469,2.951576003381085,0.03175838606335309
35,0.2834027009084821,0.7939555048942566,17.096230310051155,0.042342222341957766
36,0.2583038627356291,0.8163617253303528,17.096230310051155,0.042342222341957766
37,0.22762740895152092,0.8323873281478882,17.096230310051155,0.042342222341957766
38,0.20690632726997138,0.8447645902633667,17.096230310051155,0.042342222341957766
39,0.18944561161100865,0.8546732664108276,17.096230310051155,0.042342222341957766
40,0.17568874131888151,0.863544762134552,17.096230310051155,0.042342222341957766
41,0.1630197649076581,0.8715419173240662,17.096230310051155,0.042342222341957766
42,0.1516043484210968,0.8788899779319763,17.096230310051155,0.042342222341957766
43,0.14081875406205654,0.8856207132339478,17.096230310051155,0.042342222341957766
44,0.13158250192180276,0.8920817971229553,17.096230310051155,0.042342222341957766
45,0.12227459182962776,0.898078978061676,17.096230310051155,0.042342222341957766
46,0.1140549991093576,0.9037982225418091,17.096230310051155,0.042342222341957766
47,0.10700392609462142,0.9094288349151611,17.096230310051155,0.042342222341957766
48,0.09965700099244713,0.9146955609321594,17.096230310051155,0.042342222341957766
49,0.09289596296846866,0.9196581840515137,17.096230310051155,0.042342222341957766
50,0.08681962139904499,0.9244407415390015,17.096230310051155,0.042342222341957766
