iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6776777237653733,0.5353592836464941,0.39847152466552804,0.00992684532037742
2,0.6114230066537857,0.5934685158991814,0.3992192479219139,0.009933557918030519
3,0.5433663537104925,0.6895022078955173,0.40760312670297494,0.009932323974913565
4,0.4249867670238018,0.6472982089185715,0.40586886772607433,0.009814906897756421
5,0.3894766613841057,0.8254728696417809,0.4038108096565695,0.00961751366644418
6,0.33559020496904857,0.20557287137102337,0.4399406151611666,0.010896176056465643
7,0.26511249620467414,0.9864524305707961,0.440265312669632,0.010900513203272294
8,0.06751934189815074,0.9719310708631576,0.44071321325442475,0.01091129995499767
9,0.05090402121921735,0.9839405685447157,0.4408187400140853,0.011008317355661159
10,0.051112115108740655,0.99967101539528,0.4408081999363127,0.011008330763249119
11,0.03216615914570866,0.9963252181153371,0.4408721701389206,0.011011443541721561
12,0.028245095675811165,0.9833732683795691,0.44187425989794427,0.0110442640739729
13,0.022291060702668297,0.9873891206628084,0.44187289224109627,0.011022056373667469
14,0.03755085009499453,0.9819121822354198,0.4417397974160768,0.0110040314770528
15,0.027869202790316194,0.9987544778882339,0.4417612269739638,0.011004847024444063
16,0.018446298839990046,0.9962160197879187,0.4530011892685857,0.011035171191961514
17,0.02528545014987079,0.9979224416401051,0.45291771936661473,0.01103682609262434
18,0.015741455526828457,0.9980665507000498,0.4529578735586067,0.011036969616090141
19,0.011448980634136555,0.999859850794184,0.4528991714793525,0.011037949029912657
20,0.008787498919160239,0.9989388738080487,0.45842410246702614,0.011153271948109193
