iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6619043111801147,0.3128684977173805,0.42269380678131097,0.011235063424508118
2,0.6037767842411995,0.372519326403141,0.42577016600144685,0.009572389676327472
3,0.702651689449946,0.5653283138899505,0.42743078816232866,0.009461649854584343
4,0.4930856858380139,0.6433735198420286,0.4256336225014585,0.006994889165513665
5,0.6668664373457431,0.6684698955345154,0.4206182363496671,0.006840616354450752
6,0.44610091060400014,0.6235706223908066,0.42145946668681716,0.0068240447176440375
7,0.3287561458349228,0.9415551321655512,0.4222101066791674,0.006833959383683976
8,0.20133327158788838,0.8482950802898407,0.42573721024932065,0.007610275246107952
9,0.16159240140446593,0.9618163456293195,0.43023986711608,0.007723949011762487
10,0.09062105193734168,0.9928046023663878,0.4310453085640241,0.007748566570076793
11,0.060969441453926264,0.9934912155852095,0.43302461845133405,0.007799961784870796
12,0.047822608550389605,0.05117959850847721,0.4079678016610282,0.0027572451516967734
13,0.8810488031970131,0.5687202161177993,0.4425523098065887,0.002730929180881409
14,0.6660790625214578,0.5633982442732155,0.42173669153718113,0.0025951891674113165
15,0.7182652732729912,0.4200592812270671,0.45542460372718857,0.0025257119061069823
16,0.6685863741419532,0.2679105168759823,0.4352506097724258,0.002377810074171505
17,0.7546345474819341,0.7093757129554451,0.4265418228613829,0.002228260968365039
18,0.7192885567744572,0.3020421271198988,0.4259592168766256,0.0022409032349484936
19,0.6630183676114451,0.4958584575166553,0.457735650535463,0.002283310791273418
20,0.6818761342338153,0.5775604908253252,0.47478938669131016,0.002231545188791263
