iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6634507060050965,0.6263357956829667,0.3996493668861828,0.009994148245822664
2,0.6116522252559662,0.37993611128091814,0.4032769589350031,0.01021865987898259
3,0.43906668970982227,0.7473073894164711,0.4034682373339757,0.009840998063537545
4,0.520616864040494,0.47257442331306637,0.3920688294839589,0.008294143465923325
5,0.3741272076964378,0.9199821730047464,0.3923199550894183,0.008289150305195666
6,0.3169345743209124,0.7185508862280846,0.39282847054137526,0.008278405056504975
7,0.16572869539260865,0.9326060500520468,0.3928752250043394,0.008280480740513145
8,0.04949020616089304,0.9518975979530812,0.39482935240150313,0.00834966825282044
9,0.01676096929503339,0.9974540565323271,0.39508833554232703,0.00835164588338873
10,0.009912136835711344,0.9949758537512645,0.39514623865223114,0.008351100354340934
11,0.01761045412858948,1.0000217265447198,0.39514762901484124,0.008351147782028823
12,0.009398770880781943,0.9980290592805297,0.39520380196622357,0.008356119460406175
13,0.008641103831016354,0.9982643686078023,0.39523985357821495,0.008357456791996867
14,0.008513956319075078,0.9976325466257334,0.395213787521489,0.008345800057829122
15,0.008612599591724574,0.9996498208225915,0.39521828877259674,0.008345959344260922
16,0.011612258993343196,0.9952319716630503,0.39534206942475025,0.00835021116516012
17,0.008007314145409812,0.88951725245893,0.39522346853156326,0.008159890690547652
18,0.01823156370276896,0.9438797895157337,0.3943012932317361,0.00817173279633406
19,0.02006514251876909,0.8152303692354261,0.3947356269066508,0.008190484377227353
20,0.016885153847813077,0.9999671105757592,0.39473546017893824,0.008190479022403182
