iteration,d_loss,g_loss,stiffness_k,damping_d
1,0.6847088575363159,0.48022617055892947,0.5078546055452551,0.010564850818711505
2,0.4709747940301895,0.7311200396847725,0.5738016530013677,0.013337300128535623
3,0.12068652867649994,0.9939764251002297,0.6361001584236949,0.0138516515924813
4,0.001946988224517554,1.0000266056389229,0.6353462972207462,0.01382448059885386
5,0.0004320136380556505,1.0000278705161054,0.6352216603494416,0.013811012659169654
6,0.00024772955832304435,0.9969208823891543,0.6408584918614808,0.013586277872014349
7,0.00027991267066681755,0.9998415514323791,0.6391107398706343,0.013502051487902657
8,0.004387165591227434,0.9974027463992872,0.6529925397161067,0.019609128995993937
9,0.00020393632346115607,1.0004828763485547,0.6531182556935343,0.019620416323412243
10,0.00011164471943629903,1.0005584794616982,0.6523367700638691,0.019566533628528764
11,9.319645550931455e-05,1.0005340715790156,0.6516135001456285,0.01951262584776832
12,8.441913968353117e-05,1.0005054220200835,0.6509268993780678,0.019463215449335963
13,7.033156026510471e-05,1.000511879717718,0.6502281612880454,0.01941098030762468
14,3.007680799782975e-05,1.00050606315988,0.6495194244776546,0.019360995643980167
15,1.886330120214552e-05,1.0005329829786682,0.6487860516855336,0.01930917490560391
16,1.6807008565096606e-05,1.0005374284247204,0.6480434571706895,0.019256510667499827
17,1.6139102475184096e-05,1.000486570227436,0.6473647563472102,0.019207761764493382
18,1.6293516985873187e-05,1.000597737677168,0.6466749396824643,0.019154113480925827
19,1.6174223660177982e-05,1.0004802195938833,0.6459999431172069,0.019105439485329362
20,1.5606130130306286e-05,1.0004512377477965,0.6453382185878036,0.019059334285174836
